country,n_nodes,within_weight,incoming_weight,outgoing_weight,external_weight,external_share,mean_rl,max_rl,scenario,metric,absorption_gain
SWE,49,20.13622015622943,28.773859175618025,27.18380583832504,15.685224701484202,0.4378724745410881,0.050933895548162904,0.16297664946595655,Energy: RUS petroleum refining,baseline,
ESP,49,21.200592638204313,35.0562844293962,27.203045565169127,19.8581447181567,0.48365210419896615,0.05033065833048229,0.20395404063610753,Energy: RUS petroleum refining,baseline,
LUX,44,13.868588284655127,16.567207513554486,26.995835604421142,15.82586654866537,0.5329569657869919,0.050280360030453636,0.0799706051291972,Energy: RUS petroleum refining,baseline,
TUN,49,12.248694072307835,12.672578344240858,22.553965204898414,10.729155404523603,0.46693470663309067,0.04999014624027679,0.11969326411240601,Energy: RUS petroleum refining,baseline,
BEL,46,18.177283822739327,27.913753918852198,28.357690443302012,19.91687671667556,0.5228328025779218,0.04990651910659127,0.11493428893170114,Energy: RUS petroleum refining,baseline,
ISL,49,17.664574315400827,17.93882045842644,26.553082189324865,9.162754016949648,0.34154552788249465,0.04982846473952737,0.09367322505085059,Energy: RUS petroleum refining,baseline,
CHE,48,20.16770344091382,27.074105648796845,27.589831142861648,14.328529909830856,0.4153650563568426,0.04888747446912681,0.20877827334117827,Energy: RUS petroleum refining,baseline,
DNK,47,16.856039378128322,23.10479339739837,25.7149366125827,15.107651253724427,0.47265040285020193,0.04808004634257748,0.11450903779368417,Energy: RUS petroleum refining,baseline,
GRC,49,18.464014696652548,22.063528556557834,25.158112779503732,10.29361194275647,0.35794372295835636,0.047458690592803936,0.13094899043767366,Energy: RUS petroleum refining,baseline,
EGY,49,12.919070353582446,14.784932256247481,17.367031917826054,6.313823466908641,0.3282825520609787,0.04306804543775452,0.07913715119555222,Energy: RUS petroleum refining,baseline,
PRT,47,18.747846721572714,24.70726120990147,26.9541240172754,14.165691784031445,0.4303910313872653,0.04269478644021743,0.15831518009819454,Energy: RUS petroleum refining,baseline,
NOR,49,19.78009988471274,26.55316527247008,26.897453734617507,13.890419237662101,0.4125395033910123,0.042135720811379236,0.0866939093351925,Energy: RUS petroleum refining,baseline,
GBR,48,19.86268295100811,40.83550108221954,25.68121231299607,26.791347493199382,0.5742557982260194,0.04179567740596419,0.05799296755363572,Energy: RUS petroleum refining,baseline,
MAR,49,13.468185636559248,14.387033151469751,21.711550638067777,9.162212516419032,0.4048630719832579,0.040734228100323296,0.11371648392473731,Energy: RUS petroleum refining,baseline,
BGD,49,19.26175955883079,19.660105644391138,22.77265943894318,3.9092459656727385,0.16871283214440905,0.03693121537659849,0.06398562920347194,Energy: RUS petroleum refining,baseline,
TUR,49,18.16387807822789,26.811776369351676,24.07948700751698,14.56350722041288,0.44499452331799116,0.03584513878192172,0.1145958924298535,Energy: RUS petroleum refining,baseline,
SEN,49,16.079861567702665,16.17074699031589,22.457657804214154,6.468681659124712,0.2868780299486721,0.031183007381899115,0.05314916117476905,Energy: RUS petroleum refining,baseline,
USA,49,21.817266628522702,70.19217056597887,24.343959230128554,50.90159653906201,0.6999778918677045,0.031177662057003598,0.09656958686384999,Energy: RUS petroleum refining,baseline,
ARE,49,13.744120345020459,21.89281675166057,23.66000792496802,18.06458398658767,0.5679132289785533,0.030329168678146556,0.17702212041909687,Energy: RUS petroleum refining,baseline,
ROW,49,17.69923184577388,47.450333494165534,23.486921819886987,35.53879162250476,0.6675452863812685,0.02983074233391478,0.06683076414499156,Energy: RUS petroleum refining,baseline,
IND,49,20.13036289077761,32.137935340096696,25.01292593085423,16.890135489395703,0.45623738816118636,0.028652247652963887,0.04811226877625648,Energy: RUS petroleum refining,baseline,
CRI,49,15.28757037709845,15.454110746068247,23.144612144398078,8.023582136269425,0.34419499986833635,0.02769745071209086,0.0530612675946473,Energy: RUS petroleum refining,baseline,
